Agency name,"No. of
quarters
reported",Race,Religion,"Sexual
orientation",Ethnicity,Disability
Hobbs,4,1,0,0,0,0
NEW YORK,,119,88,24,18,0
Cities,,46,16,6,7,0
Albany,4,15,0,1,1,0
Binghamton,3,3,0,1,0,0
Brighton Town,3,1,0,0,0,0
Carmel Town,4,1,0,0,0,0
Cicero Town,4,1,0,0,0,0
Colonie Town,2,5,0,1,0,0
Cornwall Town,3,1,0,0,0,0
Dewitt Town,4,0,4,0,0,0
Ellenville Village,4,0,1,0,0,0
Endicott Village,4,4,0,0,0,0
Geddes Town,4,1,1,0,0,0
Greece Town,3,1,0,0,0,0
Haverstraw Town,4,0,2,0,0,0
Lackawanna,4,1,0,0,0,0
Long Beach,4,2,1,0,0,0
New Rochelle,4,0,1,2,0,0
Orchard Park Town,4,0,1,0,0,0
Poughkeepsie,4,2,0,0,0,0
Poughkeepsie Town,2,1,0,0,0,0
Rochester,4,6,0,0,1,0
Rosendale Town,3,0,1,0,0,0
Saugerties Town,4,0,0,0,1,0
Southampton Town,4,0,0,0,1,0
Wallkill Town,4,1,0,0,0,0
Yonkers,3,0,3,1,3,0
Yorktown Town,1,0,1,0,0,0
Universities and Colleges,,10,3,5,0,0
Cornell University,1,1,0,0,0,0
State University of New York:,,,,,,
Buffalo,3,2,0,1,0,0
Stony Brook,1,0,1,0,0,0
State University of New York College:,,,,,,
Fredonia,2,1,0,1,0,0
Geneseo,2,2,1,1,0,0
Oswego,1,1,0,0,0,0
Plattsburgh,2,1,0,1,0,0
Purchase,2,2,0,1,0,0
Utica-Rome,1,0,1,0,0,0
Metropolitan Counties,,58,69,12,11,0
Monroe,4,4,2,0,0,0
Nassau,4,25,34,1,4,0
Orange,4,2,0,0,0,0
Saratoga,4,1,0,0,0,0
Suffolk County Police Department,4,26,33,10,7,0
Westchester Public Safety,4,0,0,1,0,0
State Police Agencies,,1,0,0,0,0
"State Police, Saratoga County",1,1,0,0,0,0
Other Agencies,,4,0,1,0,0
"State Park, Columbia County",2,4,0,1,0,0
NORTH CAROLINA,,62,7,10,10,0
Cities,,45,4,7,8,0
Andrews,4,1,0,0,0,0
Asheville,4,2,0,0,0,0
Belmont,4,1,0,0,0,0
Blowing Rock,4,1,0,0,0,0
Bryson City,4,1,0,0,0,0
Carrboro,4,1,0,0,0,0
Chapel Hill,4,2,1,3,1,0
Charlotte-Mecklenburg,4,2,0,0,1,0
Durham,4,3,1,1,0,0
Fayetteville,4,1,0,0,0,0
Gastonia,4,0,0,2,0,0
Greensboro,4,3,0,0,1,0
Kenly,4,0,0,0,1,0
Kernersville,4,0,0,0,1,0
Mint Hill,4,0,0,0,1,0
Mooresville,4,2,0,0,0,0
Morganton,4,2,0,0,0,0
Mount Airy,4,3,1,0,0,0
Raleigh,4,6,1,0,1,0
Reidsville,4,7,0,0,0,0
Roanoke Rapids,4,1,0,0,0,0
Salisbury,4,2,0,0,1,0
Southern Shores,4,1,0,0,0,0
Statesville,4,1,0,0,0,0
Thomasville,4,2,0,0,0,0
Wilson,4,0,0,1,0,0
Universities and Colleges,,3,0,3,0,0
North Carolina Agricultural and Technical State University,4,1,0,0,0,0
"University of North Carolina, Greensboro",4,1,0,2,0,0
Western Carolina University,4,1,0,1,0,0
Metropolitan Counties,,10,2,0,1,0
Currituck,4,1,0,0,0,0
Gaston County Police Department,4,2,0,0,0,0
Guilford,4,1,0,0,1,0
Onslow,4,1,0,0,0,0
Pitt,4,0,1,0,0,0
Rockingham,4,2,1,0,0,0
Wake,4,3,0,0,0,0
Nonmetropolitan Counties,,4,1,0,1,0
Cherokee,4,1,0,0,0,0
Iredell,4,1,0,0,1,0
Jackson,4,0,1,0,0,0
Rutherford,4,1,0,0,0,0
Transylvania,4,1,0,0,0,0
NORTH DAKOTA,,7,2,1,2,0
Cities,,6,2,1,1,0
Bismarck,4,2,0,0,0,0
Fargo,4,1,0,0,0,0
Grafton,4,1,0,0,0,0
Grand Forks,4,0,2,0,0,0
Jamestown,4,0,0,1,1,0
Mandan,4,2,0,0,0,0
Metropolitan Counties,,1,0,0,0,0
Morton,4,1,0,0,0,0
Nonmetropolitan Counties,,0,0,0,1,0
Walsh,4,0,0,0,1,0
OHIO,,100,18,23,31,4
Cities,,89,14,19,29,3
Akron,4,6,0,0,0,0
Alliance,2,2,0,0,0,0
Ashland,4,1,0,0,0,0
Athens,4,1,0,0,1,0
Aurora,4,0,1,0,0,0
Beavercreek,4,0,0,0,1,0
Beaver Township,4,1,0,0,0,0
Celina,4,1,0,0,1,0
Cincinnati,4,6,0,0,0,0
Cleveland,4,14,0,1,0,0
Columbus,4,25,4,12,9,0
Dayton,4,1,1,0,0,0
Defiance,4,2,0,2,1,0
Englewood,4,0,0,0,0,1
Euclid,4,1,0,0,0,0
Fairborn,4,1,0,0,0,0
Findlay,4,3,1,0,1,0
Garfield Heights,4,2,0,0,0,0
Gibsonburg,4,0,0,0,1,0
Hamilton,4,1,0,0,2,0
Huber Heights,3,0,1,0,1,0
Kent,4,1,0,0,0,0
Kettering,4,1,0,0,0,0
Lakewood,4,3,0,0,0,0
Lebanon,4,1,0,0,0,0
Lima,4,0,0,1,0,0
Mansfield,2,0,0,0,5,0
Miami Township,4,0,0,0,1,0
Northwood,4,1,0,0,0,0
Piqua,4,1,0,0,0,0
Powell,4,0,0,0,1,0
Reynoldsburg,4,2,0,0,0,0
Russellville,3,0,0,0,0,1
Solon,4,0,1,0,0,0
Springboro,4,1,0,0,0,0
"Springfield Township, Hamilton County",4,1,0,0,0,0
Streetsboro,1,1,0,0,0,0
Urbana,4,0,1,1,0,1
Van Wert,4,3,0,0,0,0
Washington Court House,4,0,0,0,1,0
Wauseon,4,0,0,1,0,0
West Carrollton,4,1,0,0,0,0
West Chester Township,4,1,3,0,0,0
Wilmington,4,0,0,0,2,0
Woodlawn,4,1,0,0,0,0
Youngstown,4,2,0,1,1,0
Zanesville,4,0,1,0,0,0
Universities and Colleges,,2,2,1,0,0
Ohio State University,4,0,0,1,0,0
Ohio University,4,1,1,0,0,0
University of Cincinnati,4,1,1,0,0,0
Metropolitan Counties,,6,2,2,2,1
Erie,4,0,1,0,1,0
Fulton,4,1,0,0,0,0
Lucas,4,1,0,0,0,0
Miami,4,0,0,1,0,0
Stark,4,3,1,0,1,0
Union,4,1,0,1,0,1
Nonmetropolitan Counties,,3,0,1,0,0
Ashland,4,1,0,0,0,0
Hancock,4,0,0,1,0,0
Marion,3,1,0,0,0,0
Wayne,4,1,0,0,0,0
OKLAHOMA,,31,4,2,4,0
Cities,,26,4,1,4,0
Blackwell,4,0,1,0,0,0
Blanchard,4,1,0,0,0,0
Bristow,4,2,0,0,0,0
Broken Arrow,4,1,0,0,1,0
Chelsea,4,0,0,0,1,0
Chickasha,4,2,0,0,0,0
Chouteau,4,1,0,0,0,0
Cleveland,4,0,1,0,0,0
Coweta,4,2,0,0,0,0
Guthrie,4,1,0,0,0,0
Holdenville,4,0,0,0,1,0
Lawton,4,1,0,0,0,0
Lindsay,4,1,0,0,0,0
Mangum,4,1,0,0,0,0
Miami,4,1,0,0,0,0
Morris,4,1,0,0,0,0
Mustang,4,0,1,0,0,0
Noble,4,1,0,0,0,0
Norman,4,1,1,0,1,0
Oklahoma City,4,1,0,0,0,0
Okmulgee,4,1,0,0,0,0
Owasso,4,1,0,0,0,0
Poteau,4,0,0,1,0,0
Sayre,4,1,0,0,0,0
Stillwater,4,1,0,0,0,0
Tecumseh,4,1,0,0,0,0
The Village,4,1,0,0,0,0
Tulsa,4,2,0,0,0,0
Universities and Colleges,,1,0,0,0,0
University of Central Oklahoma,4,1,0,0,0,0
Metropolitan Counties,,3,0,0,0,0
Grady,4,2,0,0,0,0
McClain,4,1,0,0,0,0
Nonmetropolitan Counties,,1,0,1,0,0
Craig,4,1,0,0,0,0
Pottawatomie,4,0,0,1,0,0
OREGON,,70,12,26,29,0
Cities,,64,12,23,26,0
Beaverton,4,7,0,0,2,0
Bend,4,0,0,0,1,0
Corvallis,4,1,0,1,2,0
Eagle Point,4,0,1,0,0,0
Fairview,4,0,2,0,0,0
Keizer,4,1,0,0,0,0
Manzanita,4,1,0,0,0,0
Medford,4,1,0,0,0,0
Milton-Freewater,4,1,0,0,0,0
Monmouth,4,1,0,0,0,0
Newport,4,2,0,0,2,0
Pendleton,4,2,0,0,0,0
Phoenix,4,1,1,0,0,0
Portland,4,35,6,20,11,0
Salem,4,1,0,0,1,0
Springfield,4,4,0,1,1,0
Tigard,4,5,2,1,1,0
Tillamook,4,0,0,0,1,0
Umatilla,4,1,0,0,1,0
Woodburn,4,0,0,0,3,0
Metropolitan Counties,,6,0,3,3,0
Clackamas,4,0,0,0,2,0
Deschutes,4,0,0,1,0,0
Jackson,4,0,0,2,0,0
Lane,4,1,0,0,0,0
Washington,4,4,0,0,0,0
Yamhill,4,1,0,0,1,0
PENNSYLVANIA,,60,36,13,8,1
Cities,,48,25,7,6,0
Abington Township,3,3,3,0,0,0
Bensalem Township,4,3,0,0,0,0
Carlisle,4,1,0,0,0,0
Easttown Township,4,0,0,0,1,0
Erie,4,1,0,0,0,0
Harrisburg,4,0,0,1,2,0
Horsham Township,4,1,1,0,0,0
Johnstown,4,4,0,0,0,0
Lansdale,4,0,1,0,0,0
Lower Allen Township,4,0,0,1,0,0
Lower Paxton Township,4,1,0,0,0,0
Middletown,4,1,0,0,0,0
Minersville,3,1,0,0,0,0
Northampton,4,1,0,0,1,0
Philadelphia,4,16,16,4,1,0
Pittsburgh,4,6,3,1,0,0
Reading,4,1,0,0,0,0
Schuylkill Haven,4,1,0,0,0,0
State College,4,2,0,0,1,0
Towanda,4,1,0,0,0,0
Tredyffrin Township,4,1,0,0,0,0
West Cornwall Township,3,1,0,0,0,0
West Hempfield Township,4,1,0,0,0,0
West Norriton Township,4,0,1,0,0,0
Williamsport,4,1,0,0,0,0
Universities and Colleges,,8,10,6,0,0
Clarion University,4,1,0,0,0,0
"Pennsylvania State University, University Park",4,2,1,1,0,0
West Chester University,4,5,9,5,0,0
State Police Agencies,,4,1,0,2,0
State Police:,,,,,,
Adams County,4,0,1,0,0,0
Berks County,4,1,0,0,0,0
Indiana County,4,1,0,0,0,0
Lehigh County,4,0,0,0,1,0
Northampton County,4,1,0,0,0,0
Skippack,4,0,0,0,1,0
York County,4,1,0,0,0,0
Other Agencies,,0,0,0,0,1
"State Park Police, Pymatuning",4,0,0,0,0,1
RHODE ISLAND,,5,7,3,0,0
Cities,,4,7,2,0,0
East Providence,4,1,0,0,0,0
Newport,4,1,0,0,0,0
North Kingstown,4,0,2,0,0,0
Pawtucket,4,0,1,0,0,0
Providence,4,0,0,1,0,0
South Kingstown,4,1,1,0,0,0
Warwick,4,1,2,0,0,0
West Greenwich,4,0,1,0,0,0
West Warwick,4,0,0,1,0,0
Universities and Colleges,,1,0,1,0,0
Brown University,4,1,0,1,0,0
SOUTH CAROLINA,,50,19,12,10,7
Cities,,29,9,9,4,4
Abbeville,4,1,0,0,0,1
Allendale,4,1,0,0,0,0
Anderson,4,1,0,0,0,0
Belton,4,1,0,0,0,0
Bishopville,4,0,0,0,0,1
Blacksburg,4,1,0,1,0,0
Blackville,4,0,0,0,0,1
Camden,4,1,0,0,0,0
Cayce,4,2,0,0,0,0
Clinton,4,0,0,1,0,0
Florence,4,1,0,0,0,0
Forest Acres,4,2,0,0,0,0
Hartsville,4,2,0,0,0,0
Holly Hill,4,0,0,0,0,1
Isle of Palms,4,1,0,0,0,0
Jonesville,4,1,0,0,0,0
Laurens,4,0,0,1,0,0
Lexington,4,1,0,0,0,0
Marion,4,1,0,0,0,0
Mount Pleasant,4,0,1,0,0,0
Myrtle Beach,4,3,8,2,2,0
Newberry,4,0,0,0,1,0
North,4,1,0,0,0,0
North Charleston,4,0,0,1,0,0
Pendleton,4,1,0,0,0,0
Port Royal,4,3,0,0,0,0
Rock Hill,4,2,0,0,1,0
Spartanburg,4,1,0,2,0,0
St. Matthews,4,0,0,1,0,0
Surfside Beach,4,1,0,0,0,0
Universities and Colleges,,1,1,0,0,0
Medical University of South Carolina,4,0,1,0,0,0
Midlands Technical College,4,1,0,0,0,0
Metropolitan Counties,,17,2,2,5,0
Aiken,4,2,0,0,0,0
Anderson,4,2,1,0,0,0
Berkeley,4,1,0,0,1,0
Darlington,4,1,0,1,0,0
Greenville,4,3,1,0,1,0
Horry County Police Department,4,1,0,0,0,0
Laurens,4,2,0,0,1,0
Lexington,4,1,0,0,0,0
Pickens,4,1,0,0,1,0
Richland,4,3,0,1,1,0
Nonmetropolitan Counties,,0,7,1,1,3
Abbeville,4,0,1,0,0,0
Beaufort,4,0,1,0,0,0
Chester,4,0,4,0,0,2
Colleton,4,0,1,0,0,0
Lancaster,4,0,0,0,1,1
Lee,4,0,0,1,0,0
State Police Agencies,,3,0,0,0,0
Highway Patrol:,,,,,,
Lexington County,4,2,0,0,0,0
Newberry County,4,1,0,0,0,0
SOUTH DAKOTA,,6,0,2,1,0
Cities,,3,0,2,0,0
North Sioux City,4,1,0,0,0,0
Parkston,4,0,0,1,0,0
Sioux Falls,4,1,0,0,0,0
Vermillion,4,1,0,0,0,0
Wagner,4,0,0,1,0,0
Metropolitan Counties,,3,0,0,0,0
Minnehaha,4,3,0,0,0,0
Nonmetropolitan Counties,,0,0,0,1,0
Walworth,4,0,0,0,1,0
TENNESSEE,,79,23,15,11,0
Cities,,50,16,12,7,0
Alcoa,4,2,1,0,0,0
Bells,4,0,0,0,1,0
Brentwood,4,0,1,0,0,0
Bristol,4,0,1,0,0,0
Chattanooga,4,0,1,0,2,0
Clarksville,4,6,1,1,0,0
Clinton,4,0,0,1,0,0
Collierville,4,1,0,0,0,0
Columbia,4,1,0,0,0,0
Cookeville,4,3,0,0,0,0
Covington,4,1,0,0,0,0
Crossville,4,1,0,1,0,0
Dickson,4,3,0,0,0,0
Dyersburg,4,1,0,1,0,0
East Ridge,4,1,3,0,0,0
Elizabethton,4,3,0,0,0,0
Erwin,4,0,0,0,1,0
Etowah,4,2,0,0,0,0
Fayetteville,4,1,0,0,1,0
Franklin,4,1,0,1,0,0
Gallatin,4,1,0,0,0,0
Goodlettsville,4,1,0,0,0,0
Hendersonville,4,0,0,0,1,0
Hohenwald,4,1,0,0,0,0
Jackson,4,1,0,0,0,0
Jefferson City,4,1,0,0,0,0
Johnson City,4,1,0,2,0,0
Jonesborough,4,1,1,0,0,0
Kingsport,4,1,0,0,0,0
Knoxville,4,1,2,1,0,0
Manchester,4,0,1,0,0,0
McKenzie,4,1,0,0,0,0
Memphis,4,2,2,2,0,0
Milan,4,0,1,0,0,0
Millersville,4,1,0,0,0,0
Morristown,4,0,0,0,1,0
Nashville,4,2,0,0,0,0
Oak Ridge,4,2,0,0,0,0
Paris,4,0,0,1,0,0
Pigeon Forge,4,0,0,1,0,0
Savannah,4,1,0,0,0,0
Smyrna,4,0,1,0,0,0
Spring Hill,4,1,0,0,0,0
Sweetwater,4,1,0,0,0,0
Union City,4,1,0,0,0,0
Winchester,4,2,0,0,0,0
Universities and Colleges,,4,1,0,0,0
Middle Tennessee State University,4,1,0,0,0,0
Tennessee State University,4,1,0,0,0,0
Vanderbilt University,4,2,1,0,0,0
Metropolitan Counties,,21,5,2,4,0
Blount,4,3,0,0,2,0
Bradley,4,2,0,0,0,0
Dickson,4,0,0,0,1,0
Hamblen,4,1,0,0,0,0
Hamilton,4,4,0,0,0,0
Jefferson,4,1,1,0,0,0
Knox,4,5,2,0,1,0
Montgomery,4,0,0,1,0,0
Robertson,4,1,1,0,0,0
Sequatchie,4,1,1,0,0,0
Shelby,4,0,0,1,0,0
Sullivan,4,2,0,0,0,0
Tipton,4,1,0,0,0,0
Nonmetropolitan Counties,,3,1,1,0,0
Cumberland,4,1,0,0,0,0
Gibson,4,1,0,0,0,0
Greene,4,0,0,1,0,0
Maury,4,1,0,0,0,0
Roane,4,0,1,0,0,0
Other Agencies,,1,0,0,0,0
Tennessee Bureau of Investigation,4,1,0,0,0,0
TEXAS,,122,36,63,43,0
Cities,,100,34,56,36,0
Abilene,4,1,0,0,1,0
Amarillo,4,1,0,0,0,0
Anton,1,0,0,1,0,0
Arlington,4,3,0,1,0,0
Austin,4,5,4,9,2,0
Bay City,4,1,0,0,0,0
Beaumont,4,1,0,0,0,0
Bedford,4,0,1,0,0,0
Borger,4,2,0,0,0,0
Brenham,4,0,0,0,2,0
Bryan,4,0,0,1,0,0
Carrollton,4,1,0,0,1,0
Cedar Park,4,1,1,0,0,0
Cleburne,4,1,0,0,0,0
College Station,4,1,0,0,0,0
Coppell,4,0,1,0,0,0
Copperas Cove,4,1,0,0,0,0
Corpus Christi,4,3,1,1,0,0
Crowley,4,1,0,0,0,0
Dallas,4,17,6,14,8,0
Del Rio,4,1,0,0,0,0
Denison,4,1,0,0,0,0
Denton,4,1,0,1,0,0
El Paso,4,2,0,1,5,0
Euless,4,0,0,0,1,0
Flower Mound,4,1,0,0,0,0
Fort Worth,4,2,1,2,1,0
Friendswood,4,2,0,0,1,0
Galveston,4,2,0,0,1,0
Garland,4,7,1,2,1,0
Grapevine,4,0,0,0,1,0
Haltom City,4,2,0,0,0,0
Houston,3,7,9,4,4,0
Killeen,4,1,0,1,0,0
League City,4,1,0,0,0,0
Leon Valley,4,1,0,0,0,0
Lewisville,4,1,0,0,0,0
Longview,4,2,0,5,0,0
Marble Falls,4,0,2,1,0,0
Midland,4,1,1,0,0,0
Missouri City,4,1,0,0,1,0
Nacogdoches,4,0,0,1,0,0
New Boston,4,1,0,0,0,0
New Braunfels,4,1,0,0,1,0
North Richland Hills,4,0,0,1,0,0
Orange,4,1,0,0,0,0
Pearland,4,1,0,0,0,0
Plano,4,0,1,1,0,0
Richardson,4,0,1,0,0,0
Round Rock,4,0,0,0,1,0
Sachse,4,1,0,0,0,0
San Antonio,4,10,3,5,1,0
San Marcos,4,0,0,2,0,0
Santa Fe,4,1,0,0,0,0
Schertz,4,0,0,1,0,0
Stafford,4,1,0,0,0,0
Stratford,4,0,0,1,0,0
Sugar Land,4,1,0,0,0,0
Temple,4,0,0,0,1,0
The Colony,4,1,0,0,0,0
Tyler,4,1,0,0,2,0
Universal City,4,1,0,0,0,0
Weatherford,4,0,1,0,0,0
Webster,4,2,0,0,0,0
Weimar,4,1,0,0,0,0
Universities and Colleges,,3,0,7,1,0
Grayson County College,4,0,0,1,0,0
Midwestern State University,4,1,0,0,0,0
Texas A&M International University,4,0,0,1,0,0
"Texas State University, San Marcos",4,0,0,1,0,0
"Texas Technological University, Lubbock",4,1,0,2,1,0
University of Texas:,,,,,,
Austin,4,1,0,1,0,0
Tyler,4,0,0,1,0,0
Metropolitan Counties,,17,2,0,6,0
Bexar,4,1,0,0,0,0
Galveston,4,0,0,0,1,0
Harris,4,13,1,0,5,0
Johnson,4,2,0,0,0,0
Williamson,4,1,1,0,0,0
Other Agencies,,2,0,0,0,0
Independent School District:,,,,,,
Alvin,4,1,0,0,0,0
Austin,4,1,0,0,0,0
UTAH,,21,8,6,9,0
Cities,,18,7,6,8,0
Layton,4,2,0,0,1,0
Murray,4,0,2,0,0,0
Provo,4,0,0,1,0,0
Salt Lake City,4,7,1,5,5,0
Sandy,4,1,0,0,0,0
South Jordan,4,2,1,0,0,0
Taylorsville City,3,0,2,0,0,0
Vernal,4,1,0,0,0,0
West Valley,4,5,1,0,2,0
Metropolitan Counties,,3,0,0,0,0
Salt Lake,4,1,0,0,0,0
Tooele,4,1,0,0,0,0
Weber,4,1,0,0,0,0
Nonmetropolitan Counties,,0,1,0,1,0
Duchesne,4,0,0,0,1,0
Uintah,4,0,1,0,0,0
VERMONT,,17,3,9,2,1
Cities,,12,2,8,1,1
Berlin,4,0,0,1,0,0
Brattleboro,4,1,0,0,0,0
Burlington,4,6,0,6,1,0
Dover,4,0,1,0,0,0
Essex,4,1,0,0,0,0
Montpelier,4,1,1,0,0,1
Rutland,4,1,0,0,0,0
South Burlington,4,1,0,0,0,0
St. Albans,4,0,0,1,0,0
Windsor,4,1,0,0,0,0
Metropolitan Counties,,0,0,0,1,0
Grand Isle,4,0,0,0,1,0
Nonmetropolitan Counties,,0,1,0,0,0
Rutland,4,0,1,0,0,0
State Police Agencies,,4,0,1,0,0
State Police:,,,,,,
Bradford,4,1,0,0,0,0
Rutland,4,1,0,0,0,0
Shaftsbury,4,2,0,0,0,0
St. Johnsbury,4,0,0,1,0,0
Other Agencies,,1,0,0,0,0
"Fish and Wildlife Department, Law Enforcement Division",4,1,0,0,0,0
VIRGINIA,,183,37,44,31,1
Cities,,112,17,24,11,1
Abingdon,4,2,0,0,0,0
Alexandria,4,6,0,0,2,0
Ashland,4,1,0,0,0,0
Bedford,4,0,0,1,0,0
Blackstone,4,1,0,0,0,0
Bristol,4,1,0,0,0,0
Cape Charles,4,1,0,0,0,0
Cedar Bluff,4,0,0,0,0,1
Charlottesville,4,1,0,1,0,0
Chesapeake,4,7,1,2,0,0
Christiansburg,4,1,0,0,0,0
Coeburn,4,1,0,0,0,0
Colonial Heights,4,1,0,0,0,0
Danville,4,1,3,0,0,0
Dayton,4,0,0,0,1,0
Emporia,4,2,0,0,1,0
Falls Church,4,0,1,0,0,0
Fredericksburg,4,3,0,1,0,0
Front Royal,4,0,0,0,1,0
Gordonsville,4,1,0,0,0,0
Hampton,4,6,0,2,2,0
La Crosse,4,1,0,0,0,0
Leesburg,4,1,1,0,0,0
Lynchburg,4,4,0,3,0,0
Manassas,4,9,0,1,0,0
Manassas Park,4,1,0,0,1,0
Newport News1,4,10,3,4,0,0
Norfolk,4,14,2,3,1,0
Norton,4,1,0,0,0,0
Portsmouth,4,7,0,1,1,0
Radford,4,1,0,0,0,0
Richmond,4,7,0,1,0,0
Roanoke,4,2,0,2,0,0
Suffolk,4,1,2,1,0,0
Virginia Beach,4,11,4,1,1,0
Warrenton,4,1,0,0,0,0
Waynesboro,4,1,0,0,0,0
Williamsburg,4,4,0,0,0,0
Universities and Colleges,,9,4,4,3,0
Christopher Newport University,4,1,0,0,0,0
College of William and Mary,4,0,0,1,0,0
George Mason University,4,1,1,0,0,0
Northern Virginia Community College,4,1,1,0,2,0
University of Virginia,4,5,2,0,0,0
Virginia Commonwealth University,4,0,0,1,1,0
Virginia Polytechnic Institute and State University,4,1,0,2,0,0
Metropolitan Counties,,51,16,16,17,0
Albemarle County Police Department,4,1,0,1,1,0
Arlington County Police Department,4,1,1,0,1,0
Chesterfield County Police Department,4,6,1,0,0,0
Fairfax County Police Department,4,17,3,4,6,0
Fauquier,4,1,2,1,1,0
Fluvanna,4,7,0,0,0,0
Franklin,4,0,0,1,0,0
Gloucester,4,2,0,0,0,0
Henrico County Police Department,4,6,4,3,5,0
Loudoun,4,6,5,5,1,0
Montgomery,4,1,0,0,0,0
New Kent,4,1,0,0,0,0
Pittsylvania,4,1,0,0,0,0
Roanoke County Police Department,4,0,0,1,0,0
Spotsylvania,4,0,0,0,1,0
Stafford,4,1,0,0,1,0
Nonmetropolitan Counties,,10,0,0,0,0
Carroll,4,2,0,0,0,0
Henry,4,1,0,0,0,0
King George,4,1,0,0,0,0
Middlesex,4,1,0,0,0,0
Rockbridge,4,3,0,0,0,0
Wythe,4,2,0,0,0,0
Other Agencies,,1,0,0,0,0
Reagan National Airport,4,1,0,0,0,0
WASHINGTON,,107,17,26,21,0
Cities,,86,13,17,15,0
Auburn,4,1,0,0,0,0
Bellevue,4,0,1,0,0,0
Bellingham,4,0,0,1,0,0
Bremerton,4,2,2,0,0,0
Burien,4,2,0,0,1,0
Coulee City,4,0,0,0,1,0
Covington,4,4,0,0,0,0
Dupont,4,1,0,0,0,0
East Wenatchee,4,2,0,0,0,0
Eatonville,4,0,1,0,0,0
Ellensburg,4,0,0,1,0,0
Everett,4,0,1,0,0,0
Ferndale,4,0,0,0,1,0
Gig Harbor,4,1,1,0,0,0
Granite Falls,4,1,0,0,0,0
Kelso,4,1,0,0,0,0
Kenmore,4,1,0,0,0,0
Kennewick,4,3,0,1,1,0
Kent,4,1,1,0,0,0
Lakewood,4,6,0,0,1,0
Maple Valley,4,1,0,0,0,0
Mount Vernon,4,1,0,2,0,0
Mukilteo,4,0,0,1,0,0
Newcastle,4,0,1,0,0,0
North Bend,4,1,0,0,0,0
Olympia,4,1,0,1,0,0
Port Orchard,4,2,0,0,0,0
Pullman,4,1,0,0,1,0
Puyallup,4,2,0,0,0,0
Redmond,4,3,0,0,0,0
Renton,4,0,0,0,1,0
Richland,4,1,0,0,1,0
Sammamish,4,1,1,0,0,0
SeaTac,4,1,2,0,0,0
Seattle,4,12,1,5,0,0
Shoreline,4,3,1,0,0,0
Spokane,4,14,0,2,4,0
Spokane Valley,4,7,0,0,0,0
Tacoma,4,5,0,3,0,0
Tukwila,4,1,0,0,1,0
Vancouver,4,2,0,0,2,0
West Richland,4,1,0,0,0,0
Universities and Colleges,,1,0,0,1,0
Eastern Washington University,4,1,0,0,0,0
"Washington State University, Vancouver",4,0,0,0,1,0
Metropolitan Counties,,19,2,8,4,0
Clark,4,0,1,1,0,0
Cowlitz,4,2,0,0,0,0
King,4,9,1,3,2,0
Kitsap,4,2,0,2,1,0
Skagit,4,0,0,0,1,0
Skamania,4,0,0,1,0,0
Snohomish,4,3,0,1,0,0
Spokane,4,1,0,0,0,0
Thurston,4,2,0,0,0,0
Nonmetropolitan Counties,,0,2,0,0,0
Clallam,4,0,2,0,0,0
Other Agencies,,1,0,1,1,0
Port of Seattle,4,1,0,1,1,0
WEST VIRGINIA,,34,7,5,1,0
Cities,,20,5,3,1,0
Barboursville,4,1,0,0,0,0
Beckley,4,1,0,0,0,0
Charleston,4,4,1,2,0,0
Clarksburg,4,2,1,0,1,0
Huntington,4,6,0,1,0,0
Morgantown,4,1,2,0,0,0
Princeton,4,1,0,0,0,0
South Charleston,4,2,0,0,0,0
Wheeling,4,2,1,0,0,0
Universities and Colleges,,0,0,1,0,0
West Virginia State University,4,0,0,1,0,0
Metropolitan Counties,,5,0,1,0,0
Hancock,4,2,0,0,0,0
Kanawha,4,1,0,1,0,0
Ohio,4,1,0,0,0,0
Wood,4,1,0,0,0,0
Nonmetropolitan Counties,,9,2,0,0,0
Greenbrier,4,0,1,0,0,0
Mercer,4,0,1,0,0,0
Raleigh,4,9,0,0,0,0
WISCONSIN,,27,4,5,10,0
Cities,,21,2,3,7,0
Appleton,3,1,0,0,2,0
Green Bay,1,1,0,0,0,0
Hayward,4,2,0,0,0,0
Holmen,4,1,0,0,0,0
Janesville,2,2,0,0,0,0
La Crosse,4,2,0,0,0,0
Madison,3,2,1,0,2,0
Menomonie,4,1,0,0,0,0
Milwaukee,4,6,1,2,2,0
Shawano,1,1,0,0,0,0
Sheboygan,3,1,0,0,0,0
Waukesha,1,1,0,0,0,0
Wausau,2,0,0,1,1,0
Universities and Colleges,,1,1,1,1,0
University of Wisconsin:,,,,,,
La Crosse,4,0,0,0,1,0
Madison,3,0,0,1,0,0
Parkside,2,1,1,0,0,0
Metropolitan Counties,,4,1,0,1,0
Dane,4,4,1,0,1,0
Nonmetropolitan Counties,,1,0,1,1,0
Juneau,4,0,0,1,0,0
Oneida,3,0,0,0,1,0
Portage,3,1,0,0,0,0
WYOMING,,1,1,1,0,0
Cities,,1,0,0,0,0
Thermopolis,2,1,0,0,0,0
Nonmetropolitan Counties,,0,1,1,0,0
Park,4,0,1,0,0,0
Sublette,3,0,0,1,0,0
1Includes one incident reported with more than one bias motivation.,,,,,,
